Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
17419,,"Korea, South",21-04-20,10683,237
17418,,"Korea, South",20-04-20,10674,236
17417,,"Korea, South",19-04-20,10661,234
17416,,"Korea, South",18-04-20,10653,232
16499,,Ireland,13-04-20,10647,365
28816,Indiana,US,18-04-20,10641,545
17415,,"Korea, South",17-04-20,10635,230
23237,,Romania,25-04-20,10635,601
32801,Washington,US,13-04-20,10635,513
17414,,"Korea, South",16-04-20,10613,229
32800,Washington,US,12-04-20,10609,506
17413,,"Korea, South",15-04-20,10591,225
28237,Georgia,US,09-04-20,10566,379
17412,,"Korea, South",14-04-20,10564,222
16175,,Indonesia,01-05-20,10551,800
19814,,Mexico,22-04-20,10544,970
27782,Connecticut,US,10-04-20,10538,448
17411,,"Korea, South",13-04-20,10537,217
22988,,Portugal,04-04-20,10524,266
17410,,"Korea, South",12-04-20,10512,214
22893,,Poland,23-04-20,10511,454
6132,,Chile,20-04-20,10507,139
24144,,Saudi Arabia,20-04-20,10484,103
25846,,Sweden,12-04-20,10483,899
17409,,"Korea, South",11-04-20,10480,211
27679,Colorado,US,21-04-20,10473,483
2604,,Belarus,26-04-20,10463,72
5331,Ontario,Canada,17-04-20,10456,524
16043,,India,13-04-20,10453,358
17408,,"Korea, South",10-04-20,10450,208
31538,Pennsylvania,US,04-04-20,10444,136
32799,Washington,US,11-04-20,10434,495
17407,,"Korea, South",09-04-20,10423,204
23236,,Romania,24-04-20,10417,567
16610,,Israel,10-04-20,10408,95
33388,,Ukraine,30-04-20,10406,261
29599,Massachusetts,US,03-04-20,10402,192
11833,,Ecuador,21-04-20,10398,520
17406,,"Korea, South",08-04-20,10384,200
32133,Tennessee,US,29-04-20,10366,195
3494,,Brazil,04-04-20,10360,445
28688,Illinois,US,04-04-20,10357,244
33498,,United Arab Emirates,26-04-20,10349,76
17405,,"Korea, South",07-04-20,10331,192
22656,,Peru,14-04-20,10303,230
29257,Louisiana,US,03-04-20,10297,370
16960,,Japan,18-04-20,10296,222
23124,,Qatar,26-04-20,10287,10
17404,,"Korea, South",06-04-20,10284,186
28117,Florida,US,03-04-20,10268,170
32696,Virginia,US,22-04-20,10266,349
17403,,"Korea, South",05-04-20,10237,183
31210,Ohio,US,18-04-20,10222,451
1894,,Austria,31-03-20,10180,128
30993,North Carolina,US,29-04-20,10180,382
22892,,Poland,22-04-20,10169,426
17402,,"Korea, South",04-04-20,10156,177
28815,Indiana,US,17-04-20,10154,522
25845,,Sweden,11-04-20,10151,887
16693,,Italy,10-03-20,10149,631
24716,,Singapore,22-04-20,10141,12
23335,,Russia,09-04-20,10131,76
11832,,Ecuador,20-04-20,10128,507
32798,Washington,US,10-04-20,10119,483
16174,,Indonesia,30-04-20,10118,792
23235,,Romania,23-04-20,10096,545
6131,,Chile,19-04-20,10088,133
22208,,Pakistan,22-04-20,10076,212
16239,,Iran,12-03-20,10075,429
17401,,"Korea, South",03-04-20,10062,174
32132,Tennessee,US,28-04-20,10052,188
29497,Maryland,US,15-04-20,10032,311
5550,Quebec,Canada,08-04-20,10031,175
17400,,"Korea, South",02-04-20,9976,169
16609,,Israel,09-04-20,9968,86
25363,,Spain,16-03-20,9942,342
32131,Tennessee,US,27-04-20,9918,184
28236,Georgia,US,08-04-20,9901,362
17399,,"Korea, South",01-04-20,9887,165
22987,,Portugal,03-04-20,9886,246
25941,,Switzerland,24-03-20,9877,122
33387,,Ukraine,29-04-20,9866,250
22891,,Poland,21-04-20,9856,401
5330,Ontario,Canada,16-04-20,9840,490
33497,,United Arab Emirates,25-04-20,9813,71
16959,,Japan,17-04-20,9787,190
17398,,"Korea, South",31-03-20,9786,162
22655,,Peru,13-04-20,9784,216
27781,Connecticut,US,09-04-20,9784,380
32226,Texas,US,08-04-20,9777,189
16173,,Indonesia,29-04-20,9771,784
21271,,Netherlands,28-03-20,9762,639
30992,North Carolina,US,28-04-20,9755,363
6130,,Chile,18-04-20,9730,126
27677,Colorado,US,19-04-20,9730,420
27678,Colorado,US,20-04-20,9730,420
23234,,Romania,22-04-20,9710,524
25844,,Sweden,10-04-20,9685,870
32130,Tennessee,US,26-04-20,9667,181
17397,,"Korea, South",30-03-20,9661,158
16498,,Ireland,12-04-20,9655,334
32797,Washington,US,09-04-20,9639,456
32695,Virginia,US,21-04-20,9630,324
1893,,Austria,30-03-20,9618,108
22890,,Poland,20-04-20,9593,380
2603,,Belarus,25-04-20,9590,67
17396,,"Korea, South",29-03-20,9583,152
22207,,Pakistan,21-04-20,9565,201
28814,Indiana,US,16-04-20,9542,477
34720,,United Kingdom,25-03-20,9529,694
16172,,Indonesia,28-04-20,9511,773
19813,,Mexico,21-04-20,9501,857
17395,,"Korea, South",28-03-20,9478,144
29496,Maryland,US,14-04-20,9472,302
11831,,Ecuador,19-04-20,9468,474
30991,North Carolina,US,27-04-20,9428,340
33386,,Ukraine,28-04-20,9410,239
16608,,Israel,08-04-20,9404,73
27545,California,US,01-04-20,9399,199
24143,,Saudi Arabia,19-04-20,9362,97
23123,,Qatar,25-04-20,9358,10
5549,Quebec,Canada,07-04-20,9340,150
17394,,"Korea, South",27-03-20,9332,139
29711,Michigan,US,01-04-20,9315,335
22889,,Poland,19-04-20,9287,360
33496,,United Arab Emirates,24-04-20,9281,64
32796,Washington,US,08-04-20,9276,426
14534,,Germany,17-03-20,9257,24
6129,,Chile,17-04-20,9252,116
16607,,Israel,07-04-20,9248,65
23233,,Romania,21-04-20,9242,498
17393,,"Korea, South",26-03-20,9241,131
26972,,Turkey,29-03-20,9217,131
16042,,India,12-04-20,9205,331
32129,Tennessee,US,25-04-20,9189,177
16692,,Italy,09-03-20,9172,463
29256,Louisiana,US,02-04-20,9149,310
25843,,Sweden,09-04-20,9141,793
17392,,"Korea, South",25-03-20,9137,126
2689,,Belgium,28-03-20,9134,353
24715,,Singapore,21-04-20,9125,11
31209,Ohio,US,17-04-20,9107,418
16171,,Indonesia,27-04-20,9096,765
3493,,Brazil,03-04-20,9056,359
27676,Colorado,US,18-04-20,9047,389
14079,,France,18-03-20,9043,148
17391,,"Korea, South",24-03-20,9037,120
22986,,Portugal,02-04-20,9034,209
11830,,Ecuador,18-04-20,9022,456
33385,,Ukraine,27-04-20,9009,220
28116,Florida,US,02-04-20,9008,164
16238,,Iran,11-03-20,9000,354
30990,North Carolina,US,26-04-20,8997,324
32694,Virginia,US,20-04-20,8990,300
29598,Massachusetts,US,02-04-20,8966,154
17389,,"Korea, South",22-03-20,8961,111
17390,,"Korea, South",23-03-20,8961,111
28813,Indiana,US,15-04-20,8960,436
23232,,Romania,20-04-20,8936,478
29495,Maryland,US,13-04-20,8936,262
16497,,Ireland,11-04-20,8928,320
32225,Texas,US,07-04-20,8925,160
16606,,Israel,06-04-20,8904,57
28687,Illinois,US,03-04-20,8904,210
16170,,Indonesia,26-04-20,8882,743
30618,New Jersey,US,27-03-20,8825,108
28235,Georgia,US,07-04-20,8822,329
6128,,Chile,16-04-20,8807,105
17388,,"Korea, South",21-03-20,8799,102
25940,,Switzerland,23-03-20,8795,120
1892,,Austria,29-03-20,8788,86
2602,,Belarus,24-04-20,8773,63
19812,,Mexico,20-04-20,8772,712
30989,North Carolina,US,25-04-20,8768,305
33495,,United Arab Emirates,23-04-20,8756,56
23231,,Romania,19-04-20,8746,451
22888,,Poland,18-04-20,8742,347
32128,Tennessee,US,24-04-20,8728,169
32795,Washington,US,07-04-20,8692,400
27675,Colorado,US,17-04-20,8691,372
23334,,Russia,08-04-20,8672,63
17387,,"Korea, South",20-03-20,8652,94
16958,,Japan,16-04-20,8626,178
33384,,Ukraine,26-04-20,8617,209
16169,,Indonesia,25-04-20,8607,720
21270,,Netherlands,27-03-20,8603,546
5548,Quebec,Canada,06-04-20,8580,121
31537,Pennsylvania,US,03-04-20,8570,102
17386,,"Korea, South",19-03-20,8565,91
32693,Virginia,US,19-04-20,8542,277
28812,Indiana,US,14-04-20,8527,387
23122,,Qatar,24-04-20,8525,10
11829,,Ecuador,17-04-20,8450,421
5329,Ontario,Canada,15-04-20,8447,385
16041,,India,11-04-20,8446,288
16605,,Israel,05-04-20,8430,49
25842,,Sweden,08-04-20,8419,687
22206,,Pakistan,20-04-20,8418,176
23230,,Romania,18-04-20,8418,421
31208,Ohio,US,16-04-20,8414,407
17385,,"Korea, South",18-03-20,8413,84
22887,,Poland,17-04-20,8379,332
28811,Indiana,US,13-04-20,8359,350
22205,,Pakistan,19-04-20,8348,168
17384,,"Korea, South",17-03-20,8320,81
32794,Washington,US,06-04-20,8311,381
30839,New York,US,20-03-20,8310,42
30988,North Carolina,US,24-04-20,8290,294
27674,Colorado,US,16-04-20,8286,355
24142,,Saudi Arabia,18-04-20,8274,92
6127,,Chile,15-04-20,8273,94
1891,,Austria,28-03-20,8271,68
32127,Tennessee,US,23-04-20,8266,171
19811,,Mexico,19-04-20,8261,686
22985,,Portugal,01-04-20,8251,187
33494,,United Arab Emirates,22-04-20,8238,52
17383,,"Korea, South",16-03-20,8236,75
11828,,Ecuador,16-04-20,8225,403
29494,Maryland,US,12-04-20,8225,236
16168,,Indonesia,24-04-20,8211,689
27544,California,US,31-03-20,8210,173
17382,,"Korea, South",15-03-20,8162,75
33383,,Ukraine,25-04-20,8125,201
16957,,Japan,15-04-20,8100,146
16496,,Ireland,10-04-20,8089,287
17381,,"Korea, South",14-03-20,8086,72
34719,,United Kingdom,24-03-20,8077,508
23229,,Romania,17-04-20,8067,411
32692,Virginia,US,18-04-20,8053,258
3492,,Brazil,02-04-20,8044,324
32224,Texas,US,06-04-20,8043,150
16237,,Iran,10-03-20,8042,291
2601,,Belarus,23-04-20,8022,60
24714,,Singapore,20-04-20,8014,11
17380,,"Korea, South",13-03-20,7979,66
27673,Colorado,US,15-04-20,7956,328
5328,Ontario,Canada,14-04-20,7953,334
27672,Colorado,US,14-04-20,7950,327
5547,Quebec,Canada,05-04-20,7944,75
28810,Indiana,US,12-04-20,7928,343
22886,,Poland,16-04-20,7918,314
6126,,Chile,14-04-20,7917,92
17379,,"Korea, South",12-03-20,7869,66
11827,,Ecuador,15-04-20,7858,388
16604,,Israel,04-04-20,7851,44
32793,Washington,US,05-04-20,7825,336
30987,North Carolina,US,23-04-20,7820,281
25362,,Spain,15-03-20,7798,289
31207,Ohio,US,15-04-20,7794,362
27779,Connecticut,US,07-04-20,7781,277
27780,Connecticut,US,08-04-20,7781,326
16167,,Indonesia,23-04-20,7775,647
23121,,Qatar,23-04-20,7764,10
17378,,"Korea, South",11-03-20,7755,60
33493,,United Arab Emirates,21-04-20,7755,46
29597,Massachusetts,US,01-04-20,7738,122
23228,,Romania,16-04-20,7707,392
28686,Illinois,US,02-04-20,7695,163
29493,Maryland,US,11-04-20,7694,206
25841,,Sweden,07-04-20,7693,591
27671,Colorado,US,13-04-20,7691,306
1890,,Austria,27-03-20,7657,58
14078,,France,17-03-20,7652,148
33382,,Ukraine,24-04-20,7647,201
16956,,Japan,14-04-20,7645,143
22204,,Pakistan,18-04-20,7638,143
29710,Michigan,US,31-03-20,7615,259
11826,,Ecuador,14-04-20,7603,369
16040,,India,10-04-20,7598,246
22885,,Poland,15-04-20,7582,286
11825,,Ecuador,13-04-20,7529,355
6125,,Chile,13-04-20,7525,82
22654,,Peru,12-04-20,7519,193
17377,,"Korea, South",10-03-20,7513,54
19810,,Mexico,18-04-20,7497,650
23333,,Russia,07-04-20,7497,58
30986,North Carolina,US,22-04-20,7495,265
32691,Virginia,US,17-04-20,7491,231
17376,,"Korea, South",09-03-20,7478,53
25939,,Switzerland,22-03-20,7474,98
5327,Ontario,Canada,13-04-20,7470,291
11824,,Ecuador,12-04-20,7466,333
22984,,Portugal,31-03-20,7443,160
28809,Indiana,US,11-04-20,7435,330
21269,,Netherlands,26-03-20,7431,434
16603,,Israel,03-04-20,7428,40
16166,,Indonesia,22-04-20,7418,635
26971,,Turkey,28-03-20,7402,108
32125,Tennessee,US,21-04-20,7394,157
32126,Tennessee,US,22-04-20,7394,157
16691,,Italy,08-03-20,7375,366
16955,,Japan,13-04-20,7370,123
17375,,"Korea, South",08-03-20,7314,50
28234,Georgia,US,06-04-20,7314,229
27670,Colorado,US,12-04-20,7307,289
31206,Ohio,US,14-04-20,7285,324
2688,,Belgium,27-03-20,7284,289
2600,,Belarus,22-04-20,7281,58
14533,,Germany,16-03-20,7272,17
31536,Pennsylvania,US,02-04-20,7268,90
33492,,United Arab Emirates,20-04-20,7265,43
11823,,Ecuador,11-04-20,7257,315
32792,Washington,US,04-04-20,7247,315
32124,Tennessee,US,20-04-20,7238,152
23227,,Romania,15-04-20,7216,372
6124,,Chile,12-04-20,7213,80
32223,Texas,US,05-04-20,7209,136
25840,,Sweden,06-04-20,7206,477
22884,,Poland,14-04-20,7202,263
33381,,Ukraine,23-04-20,7170,187
11822,,Ecuador,10-04-20,7161,297
16236,,Iran,09-03-20,7161,237
24141,,Saudi Arabia,17-04-20,7142,87
23120,,Qatar,22-04-20,7141,10
27543,California,US,30-03-20,7138,146
16165,,Indonesia,21-04-20,7135,616
30985,North Carolina,US,21-04-20,7134,245
32123,Tennessee,US,19-04-20,7070,148
5326,Ontario,Canada,12-04-20,7049,274
17374,,"Korea, South",07-03-20,7041,44
22203,,Pakistan,17-04-20,7025,135
28685,Illinois,US,01-04-20,6980,141
31205,Ohio,US,13-04-20,6975,274
29492,Maryland,US,10-04-20,6968,171
28115,Florida,US,01-04-20,6956,87
22883,,Poland,13-04-20,6934,245
6123,,Chile,11-04-20,6927,73
22202,,Pakistan,16-04-20,6919,128
1889,,Austria,26-03-20,6909,49
28808,Indiana,US,10-04-20,6907,300
27778,Connecticut,US,06-04-20,6906,206
30984,North Carolina,US,20-04-20,6895,218
32690,Virginia,US,16-04-20,6889,208
23226,,Romania,14-04-20,6879,351
30617,New Jersey,US,26-03-20,6876,81
19809,,Mexico,17-04-20,6875,546
16602,,Israel,02-04-20,6857,36
22653,,Peru,11-04-20,6848,181
32791,Washington,US,03-04-20,6846,291
3491,,Brazil,01-04-20,6836,240
25839,,Sweden,05-04-20,6830,401
33491,,United Arab Emirates,19-04-20,6781,41
16164,,Indonesia,20-04-20,6760,590
16954,,Japan,12-04-20,6748,108
28114,Florida,US,31-03-20,6741,85
16039,,India,09-04-20,6725,226
2599,,Belarus,21-04-20,6723,55
22882,,Poland,12-04-20,6674,232
34718,,United Kingdom,23-03-20,6650,359
5325,Ontario,Canada,11-04-20,6648,253
28233,Georgia,US,05-04-20,6647,211
14077,,France,16-03-20,6633,148
23225,,Romania,13-04-20,6633,331
29596,Massachusetts,US,31-03-20,6620,89
31204,Ohio,US,12-04-20,6604,253
30983,North Carolina,US,19-04-20,6601,200
17373,,"Korea, South",06-03-20,6593,42
33380,,Ukraine,22-04-20,6592,174
32122,Tennessee,US,18-04-20,6589,142
24713,,Singapore,19-04-20,6588,11
16163,,Indonesia,19-04-20,6575,582
25938,,Switzerland,21-03-20,6575,75
16495,,Ireland,09-04-20,6574,263
32222,Texas,US,04-04-20,6567,116
16235,,Iran,08-03-20,6566,194
23119,,Qatar,21-04-20,6533,9
27669,Colorado,US,11-04-20,6513,250
6122,,Chile,10-04-20,6501,65
32689,Virginia,US,15-04-20,6500,195
29709,Michigan,US,30-03-20,6498,184
25838,,Sweden,04-04-20,6443,373
29255,Louisiana,US,01-04-20,6424,273
21268,,Netherlands,25-03-20,6412,356
22983,,Portugal,30-03-20,6408,140
25361,,Spain,14-03-20,6391,195
32790,Washington,US,02-04-20,6389,271
22201,,Pakistan,15-04-20,6383,111
24140,,Saudi Arabia,16-04-20,6380,83
32120,Tennessee,US,16-04-20,6375,136
22881,,Poland,11-04-20,6356,208
28807,Indiana,US,09-04-20,6351,245
23332,,Russia,06-04-20,6343,47
30982,North Carolina,US,18-04-20,6328,187
33489,,United Arab Emirates,17-04-20,6302,37
33490,,United Arab Emirates,18-04-20,6302,37
23224,,Romania,12-04-20,6300,316
19808,,Mexico,16-04-20,6297,486
2598,,Belarus,20-04-20,6264,51
32121,Tennessee,US,17-04-20,6263,141
31203,Ohio,US,11-04-20,6250,247
16162,,Indonesia,18-04-20,6248,535
5324,Ontario,Canada,10-04-20,6237,222
2687,,Belgium,26-03-20,6235,220
27668,Colorado,US,10-04-20,6202,226
29491,Maryland,US,09-04-20,6185,138
32688,Virginia,US,14-04-20,6182,154
28232,Georgia,US,04-04-20,6160,201
25837,,Sweden,03-04-20,6131,358
33379,,Ukraine,21-04-20,6125,161
5545,Quebec,Canada,03-04-20,6101,61
5546,Quebec,Canada,04-04-20,6101,61
16601,,Israel,01-04-20,6092,26
17372,,"Korea, South",05-03-20,6088,35
16494,,Ireland,08-04-20,6074,235
30981,North Carolina,US,17-04-20,6045,177
23118,,Qatar,20-04-20,6015,9
31535,Pennsylvania,US,01-04-20,6009,74
16953,,Japan,11-04-20,6005,99
28684,Illinois,US,31-03-20,5994,99
24712,,Singapore,18-04-20,5992,11
23223,,Romania,11-04-20,5990,291
6121,,Chile,09-04-20,5972,57
22982,,Portugal,29-03-20,5962,119
22880,,Poland,10-04-20,5955,181
28806,Indiana,US,08-04-20,5943,203
16161,,Indonesia,17-04-20,5923,520
16038,,India,08-04-20,5916,178
22652,,Peru,10-04-20,5897,169
16690,,Italy,07-03-20,5883,233
31202,Ohio,US,10-04-20,5878,231
24139,,Saudi Arabia,15-04-20,5862,79
27542,California,US,29-03-20,5852,124
19807,,Mexico,15-04-20,5847,449
22200,,Pakistan,14-04-20,5837,96
28231,Georgia,US,03-04-20,5831,184
32118,Tennessee,US,14-04-20,5827,124
32119,Tennessee,US,15-04-20,5827,124
33488,,United Arab Emirates,16-04-20,5825,35
16234,,Iran,07-03-20,5823,145
14532,,Germany,15-03-20,5795,11
5323,Ontario,Canada,09-04-20,5759,200
29595,Massachusetts,US,30-03-20,5752,56
32687,Virginia,US,13-04-20,5747,149
32221,Texas,US,03-04-20,5734,100
3490,,Brazil,31-03-20,5717,201
33378,,Ukraine,20-04-20,5710,151
16493,,Ireland,07-04-20,5709,210
26970,,Turkey,27-03-20,5698,92
34717,,United Kingdom,22-03-20,5683,285
27777,Connecticut,US,05-04-20,5675,189
27666,Colorado,US,08-04-20,5655,193
27667,Colorado,US,09-04-20,5655,193
30980,North Carolina,US,16-04-20,5639,150
17371,,"Korea, South",04-03-20,5621,35
32117,Tennessee,US,13-04-20,5610,109
32789,Washington,US,01-04-20,5608,234
1888,,Austria,25-03-20,5588,30
22879,,Poland,09-04-20,5575,174
25836,,Sweden,02-04-20,5568,308
21267,,Netherlands,24-03-20,5560,276
6120,,Chile,08-04-20,5546,48
16952,,Japan,10-04-20,5530,99
29490,Maryland,US,08-04-20,5529,124
5544,Quebec,Canada,02-04-20,5518,36
16160,,Indonesia,16-04-20,5516,496
31201,Ohio,US,09-04-20,5512,213
28805,Indiana,US,07-04-20,5510,173
32116,Tennessee,US,12-04-20,5508,106
22199,,Pakistan,13-04-20,5496,93
29708,Michigan,US,29-03-20,5488,132
28113,Florida,US,30-03-20,5473,63
23222,,Romania,10-04-20,5467,270
33377,,Ukraine,19-04-20,5449,141
23117,,Qatar,19-04-20,5448,8
32788,Washington,US,31-03-20,5432,225
27665,Colorado,US,07-04-20,5429,179
19806,,Mexico,14-04-20,5399,406
23331,,Russia,05-04-20,5389,45
24138,,Saudi Arabia,14-04-20,5369,73
33487,,United Arab Emirates,15-04-20,5365,33
30838,New York,US,19-03-20,5365,34
16492,,Ireland,06-04-20,5364,174
16600,,Israel,31-03-20,5358,20
28230,Georgia,US,02-04-20,5348,163
30979,North Carolina,US,15-04-20,5340,130
16037,,India,07-04-20,5311,150
25937,,Switzerland,20-03-20,5294,54
1887,,Austria,24-03-20,5283,28
5322,Ontario,Canada,08-04-20,5276,153
27776,Connecticut,US,04-04-20,5276,165
32686,Virginia,US,12-04-20,5274,141
22651,,Peru,09-04-20,5256,138
29254,Louisiana,US,31-03-20,5237,239
25360,,Spain,13-03-20,5232,133
22198,,Pakistan,12-04-20,5230,91
22878,,Poland,08-04-20,5205,159
23221,,Romania,09-04-20,5202,248
17370,,"Korea, South",03-03-20,5186,28
27664,Colorado,US,06-04-20,5183,150
22981,,Portugal,28-03-20,5170,100
31200,Ohio,US,08-04-20,5148,193
16159,,Indonesia,15-04-20,5136,469
32115,Tennessee,US,11-04-20,5132,106
6119,,Chile,07-04-20,5116,43
30978,North Carolina,US,14-04-20,5113,112
33376,,Ukraine,18-04-20,5106,133
27541,California,US,28-03-20,5095,110
32685,Virginia,US,11-04-20,5077,130
32220,Texas,US,02-04-20,5069,77
28683,Illinois,US,30-03-20,5056,73
24711,,Singapore,17-04-20,5050,11
34716,,United Kingdom,21-03-20,5018,250
19805,,Mexico,13-04-20,5014,332
22197,,Pakistan,11-04-20,5011,86
23116,,Qatar,18-04-20,5008,8
16491,,Ireland,05-04-20,4994,158
11821,,Ecuador,09-04-20,4965,272
31534,Pennsylvania,US,31-03-20,4963,63
28804,Indiana,US,06-04-20,4956,143
29594,Massachusetts,US,29-03-20,4955,48
27663,Colorado,US,05-04-20,4950,140
25835,,Sweden,01-04-20,4947,239
2686,,Belgium,25-03-20,4937,178
24137,,Saudi Arabia,13-04-20,4934,65
33486,,United Arab Emirates,14-04-20,4933,28
32787,Washington,US,30-03-20,4923,205
27775,Connecticut,US,03-04-20,4914,131
32114,Tennessee,US,10-04-20,4891,98
30977,North Carolina,US,13-04-20,4886,94
22877,,Poland,07-04-20,4848,129
16158,,Indonesia,14-04-20,4839,459
6118,,Chile,06-04-20,4815,37
31199,Ohio,US,07-04-20,4782,167
2595,,Belarus,17-04-20,4779,42
2596,,Belarus,18-04-20,4779,45
2597,,Belarus,19-04-20,4779,47
16036,,India,06-04-20,4778,136
23220,,Romania,08-04-20,4761,220
21266,,Netherlands,23-03-20,4749,213
16233,,Iran,06-03-20,4747,124
23330,,Russia,04-04-20,4731,43
5321,Ontario,Canada,07-04-20,4726,153
16599,,Israel,30-03-20,4695,16
22196,,Pakistan,10-04-20,4695,66
16951,,Japan,09-04-20,4667,94
23115,,Qatar,17-04-20,4663,7
33375,,Ukraine,17-04-20,4662,125
19804,,Mexico,12-04-20,4661,296
27540,California,US,27-03-20,4657,94
29707,Michigan,US,28-03-20,4650,111
28229,Georgia,US,01-04-20,4638,139
16689,,Italy,06-03-20,4636,197
32113,Tennessee,US,09-04-20,4634,94
5543,Quebec,Canada,01-04-20,4611,33
16490,,Ireland,04-04-20,4604,137
28682,Illinois,US,29-03-20,4596,66
14531,,Germany,14-03-20,4585,9
3489,,Brazil,30-03-20,4579,159
30976,North Carolina,US,12-04-20,4570,89
16157,,Indonesia,13-04-20,4557,399
33485,,United Arab Emirates,13-04-20,4521,25
32684,Virginia,US,10-04-20,4509,121
14076,,France,15-03-20,4499,91
22195,,Pakistan,09-04-20,4489,65
1886,,Austria,23-03-20,4474,21
6117,,Chile,05-04-20,4471,34
14075,,France,14-03-20,4469,91
32786,Washington,US,29-03-20,4465,198
24136,,Saudi Arabia,12-04-20,4462,59
31198,Ohio,US,06-04-20,4453,142
11820,,Ecuador,08-04-20,4450,242
25834,,Sweden,31-03-20,4435,180
24710,,Singapore,16-04-20,4427,10
23219,,Romania,07-04-20,4417,197
22876,,Poland,06-04-20,4413,107
28803,Indiana,US,05-04-20,4411,127
30616,New Jersey,US,25-03-20,4402,62
29489,Maryland,US,07-04-20,4371,103
32112,Tennessee,US,08-04-20,4363,80
32219,Texas,US,01-04-20,4355,66
5319,Ontario,Canada,05-04-20,4354,119
30975,North Carolina,US,11-04-20,4354,89
5320,Ontario,Canada,06-04-20,4347,150
22650,,Peru,08-04-20,4342,121
17369,,"Korea, South",02-03-20,4335,28
16489,,Ireland,03-04-20,4273,120
2685,,Belgium,24-03-20,4269,122
22980,,Portugal,27-03-20,4268,76
22194,,Pakistan,08-04-20,4263,61
16950,,Japan,08-04-20,4257,93
29593,Massachusetts,US,28-03-20,4257,44
3488,,Brazil,29-03-20,4256,136
16598,,Israel,29-03-20,4247,15
28112,Florida,US,29-03-20,4246,56
16156,,Indonesia,12-04-20,4241,373
19803,,Mexico,11-04-20,4219,273
2594,,Belarus,16-04-20,4204,40
21265,,Netherlands,22-03-20,4204,179
27662,Colorado,US,04-04-20,4188,111
5542,Quebec,Canada,31-03-20,4162,31
6116,,Chile,04-04-20,4161,27
33374,,Ukraine,16-04-20,4161,116
31533,Pennsylvania,US,30-03-20,4155,50
23329,,Russia,03-04-20,4149,34
32111,Tennessee,US,07-04-20,4139,72
33484,,United Arab Emirates,12-04-20,4123,22
23114,,Qatar,16-04-20,4103,7
22875,,Poland,05-04-20,4102,94
25936,,Switzerland,19-03-20,4075,41
23218,,Romania,06-04-20,4057,176
29488,Maryland,US,06-04-20,4045,91
31197,Ohio,US,05-04-20,4043,119
32683,Virginia,US,09-04-20,4042,109
22193,,Pakistan,07-04-20,4035,57
24135,,Saudi Arabia,11-04-20,4033,52
32785,Washington,US,28-03-20,4030,188
25833,,Sweden,30-03-20,4028,146
29253,Louisiana,US,30-03-20,4025,185
34715,,United Kingdom,20-03-20,3983,194
30974,North Carolina,US,10-04-20,3965,83
28802,Indiana,US,04-04-20,3953,116
28228,Georgia,US,31-03-20,3929,111
16949,,Japan,07-04-20,3906,92
3487,,Brazil,28-03-20,3904,111
27539,California,US,26-03-20,3899,81
23217,,Romania,05-04-20,3864,151
16688,,Italy,05-03-20,3858,148
16488,,Ireland,02-04-20,3849,98
19802,,Mexico,10-04-20,3844,233
16155,,Indonesia,11-04-20,3842,327
27774,Connecticut,US,02-04-20,3824,112
32218,Texas,US,31-03-20,3809,54
32110,Tennessee,US,06-04-20,3802,65
22192,,Pakistan,06-04-20,3766,53
33373,,Ukraine,15-04-20,3764,108
28111,Florida,US,28-03-20,3763,54
11818,,Ecuador,06-04-20,3747,191
11819,,Ecuador,07-04-20,3747,191
2684,,Belgium,23-03-20,3743,88
27661,Colorado,US,03-04-20,3742,97
31196,Ohio,US,04-04-20,3739,102
6115,,Chile,03-04-20,3737,22
17368,,"Korea, South",01-03-20,3736,17
33483,,United Arab Emirates,11-04-20,3736,20
30973,North Carolina,US,09-04-20,3736,76
2593,,Belarus,15-04-20,3728,36
23113,,Qatar,15-04-20,3711,7
25832,,Sweden,29-03-20,3700,110
24709,,Singapore,15-04-20,3699,10
14530,,Germany,13-03-20,3675,7
30615,New Jersey,US,24-03-20,3675,44
14074,,France,13-03-20,3661,79
16948,,Japan,06-04-20,3654,85
24134,,Saudi Arabia,10-04-20,3651,47
11817,,Ecuador,05-04-20,3646,180
32682,Virginia,US,08-04-20,3645,66
29706,Michigan,US,27-03-20,3634,92
32109,Tennessee,US,05-04-20,3633,53
21264,,Netherlands,21-03-20,3631,136
5318,Ontario,Canada,04-04-20,3630,94
26969,,Turkey,26-03-20,3629,75
22874,,Poland,04-04-20,3627,79
16597,,Israel,28-03-20,3619,12
29487,Maryland,US,05-04-20,3617,67
23216,,Romania,04-04-20,3613,146
16035,,India,05-04-20,3588,99
1885,,Austria,22-03-20,3582,16
27773,Connecticut,US,01-04-20,3557,85
23328,,Russia,02-04-20,3548,30
22979,,Portugal,26-03-20,3544,60
29252,Louisiana,US,29-03-20,3540,151
16232,,Iran,05-03-20,3513,107
16154,,Indonesia,10-04-20,3512,306
30972,North Carolina,US,08-04-20,3499,66
28681,Illinois,US,28-03-20,3491,47
32784,Washington,US,27-03-20,3477,157
11816,,Ecuador,04-04-20,3465,172
16487,,Ireland,01-04-20,3447,85
25831,,Sweden,28-03-20,3447,105
19801,,Mexico,09-04-20,3441,194
28801,Indiana,US,03-04-20,3437,102
31532,Pennsylvania,US,29-03-20,3432,41
5541,Quebec,Canada,30-03-20,3430,22
23112,,Qatar,14-04-20,3428,7
